province,university,program,internationalTuition,domesticTuition,minimumAverage,length,language,toefl,rank,notes,longitude,latitude,link
Prince Edward Island,University of Prince Edward Island,History,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Integrated Studies,6822,5860,70%,90 semester-hours,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,International Studies- Minor,6822,5860,70%,21 semester hours,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Island Studies- Minor,6822,5860,70%,21 semester hours,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Applied Arts in Journalism,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Medieval and Renaissance Studies- Minor,6822,5860,70%,21 semester hours,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Modern Languages,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Music- Major,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,See university website for additional music requirements.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Music- Minor,6822,5860,70%,21 semester hours,English,550 with minimum TWE of 5.5,,See university website for additional music requirements.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Music Education,6822,5860,70%,5 years,English,550 with minimum TWE of 5.5,,See university website for additional music requirements.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Philosophy,6822,5860,75%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Political Science,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Psychology,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Religious Studies,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Social Studies of Science- Minor,6822,5860,70%,21 semester hours,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Sociology/ Anthropology,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Spanish,6822,5860,70%,4 years,English and Spanish,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Theatre Studies- Minor,6822,5860,70%,21 semester hours,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,University Writing Minor,6822,5860,70%,21 semester hours,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Bachelors of Business Administration,6822,5860,70%,4 years (120 hours),English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Accounting,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Entrepenurship- specialization,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,This program is part of BBA degree. See university website for more information.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Finance- specialization,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,This program is part of BBA degree. See university website for more information.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,International Business- specialization,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,This program is part of BBA degree. See university website for more information.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Marketing- specialization ,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,This program is part of BBA degree. See university website for more information.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Organizational Management- specialization,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,This program is part of BBA degree. See university website for more information.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Tourism and Hospitality- specialization,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island, Accounting Certificate,6822,5860,70%,Please refer to notes and university website.,English,550 with minimum TWE of 5.5,,"An additional admission requirments is Grade 12 in a University Preparatory program with an overall average of at least 70% in English, Mathematics, any two Social Studies, Languages, or Sciences, and one other academic course.  See university website for more information.",63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Certificate in Business,6822,5860,70%,Please refer to notes and university website.,English,550 with minimum TWE of 5.5,,Combination of course based semester hours for course based and elective hours.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Business Administration- minor,6822,5860,70%,21 semester hours,English,550 with minimum TWE of 5.5,,Combination of course based semester hours for course based and elective hours.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Public Administration- Certifcate /Diploma,6822,5860,70%,Please refer to notes and university website.,English,550 with minimum TWE of 5.5,,Combination of course based semester hours for course based and elective hours.,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Accelerated Bachelor of Science in Nursing,6822,5860,75%,24 months,English,600 with minimum TWE of 6,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Nursing,6822,5860,70%,4 years,English,600 with minimum TWE of 6,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Biology,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Biomedical Physics- Minor,6822,5860,70%,21 semester hours,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Biotechnology,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Chemistry,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Child and Family Studies,6822,5860,70%, 4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Mathematics Major and Honours,6822,5860,75%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Statistics Major and Honours ,6822,5860,75%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Computer Science Major and Honours,6822,5860,75%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,"Computer Science Major, specializing in Video Game Programming",6822,5860,75%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Actuarial Science Major,6822,5860,75%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Financial Mathematics Major,6822,5860,75%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,"Analytics Major, specializing in Data Analytics",6822,5860,75%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,"Analytics Major, specializing in Business Analytics",6822,5860,75%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Mathematics with Engineering Major,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Sustainable design Engineering,6822,5860,70%,4 or 5 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Family Science,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Foods and Nutrition ,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Kinesiology,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Physics,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Pre-Veterninary Medicine Stream,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Prince Edward Island,University of Prince Edward Island,Pyschology,6822,5860,70%,4 years,English,550 with minimum TWE of 5.5,,,63° 8' 16.8" W,46° 15' 32.4" N,www.upei.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,First Year Success Program,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration- Accounting,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration- Finance,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration- Human Resources and Labour Relations,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration- International Business,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration-  Information Systems,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration- Marketing,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration- Operational Research,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration- Resource-based industries management,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration- small business and entrepreneurship,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Business Administration- Supply Chain Management,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op: Accounting,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op: Finance,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op: Human Resources and Labour Relations,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op: International Business,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op: Information Systems,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op: Marketing,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op:Operational Research,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op: Resource-based industries management,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op: small business and entrepreneurship,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Commerce- Co-op:Supply Chain Management,11440,3315,70%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,International Bachelor of Business Administration,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Engineering- Civil Engineering,11440,3315,80%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Engineering- Computer Engineering,11440,3315,80%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Engineering- Electrical Engineering,11440,3315,80%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Engineering- Mechanical Engineering,11440,3315,80%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Engineering- Ocean and Naval Architectural Engineering,11440,3315,80%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Engineering- Process Engineering,11440,3315,80%,5 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Kinesiology,11440,3315,70%,3-4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Recreation,11440,3315,70%,3 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Bachelor of Physical Education,11440,3315,70%,3 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Anthropology- Major/minor,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Archaeology- Major/mino,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Classics- Major/minor,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Communication studies - Major,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Economics - Major/minor,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,English- Major/minor,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Folklore- Major/minor,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,French- Major/minor,11440,3315,70%,4 years,English and French,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Gender studies- Major/minor,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University of Newfoundland- St. John's Campus,Geography- Major/minor,11440,3315,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
