province,university,program,internationalTuition,domesticTuition,minimumAverage,length,language,toefl,rank,notes,longitude,latitude,link
British Columbia, University of British Columbia,Music,34847,5189,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Music-Advanced Performance,32985,5881,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Music-Composition,32985,5881,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Music-General Studies,32985,5881,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Music-Scholarship,32985,5881,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Theatre,34847,5189,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Theatre: Acting,34847,5189,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Theatre: Design and Production,34847,5189,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Visula Art (BA),34847,5189,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Visual Art (BFA),34847,5189,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Applied Plant and Soil Sciences,37240,5535,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Earth and Ocean Sciences,34912,5189,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Environmental Sciences,34912,5189,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Food and the Environment,37240,5535,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Forestry,39567,5881,70,4 years,,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,
British Columbia, University of British Columbia,Forest Sciences,39567,5881,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Geographical Sciences,34912,5189,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Geography- Environment and Sustainability,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Geography- Human Geography,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Geology,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Geophysics,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Natural Resources Conservation,36077,5363,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Oceanography,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Science Combined Major,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Urban Forestry,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Wood Products Processing,37240,5536,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Behavioural Neuroscience,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Dental Hygiene,38404,5709,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Dietetics,37240,5536,70,5 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Food Market Analysis,37240,5536,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Food Science,37240,5536,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Food and Nutrition Sciences,37240,5536,70,5 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,"Food, Nutrition and Health",37240,5536,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Kinesiology- Interdisciplinary Studies,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Kinesiology- Kinesiology and Health Science,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,"Kinesiology- Leadership Education for Physical Activity, Sport, and Health",34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Midwifery,N/A,6055,80,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province. This program is only offered to Canadian Residents. ,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Nutritional Sciences,37240,5536,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Psychology,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Speech Sciences,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Anthropology,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Archaeology,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Art History,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Asian Area Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Canadian Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,"Classical, Near Eastern, and Religious Studies",34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,First nations and Indigenous Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,History,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Latin American Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Medieval Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Modern European Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Museum Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,"Religion, Literature, and The Arts",34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Romance Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Spanish (Hispanic Studies),34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,United States Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Asian Language and Culture,34847,5190,70,4 years,"English,Chinese,Japanese,Korean,Sanskrit,Hindi,Urdu,Punjabi,Persian,and Indonesian","550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,English,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,First Nations and Endangered Languages,34847,5190,70,4 years,"English, First Nation Languages","550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,French,34847,5190,70, 4 years,"French, English","550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,German,34847,5190,70,4 years,"German, English","550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Linguistics,34847,5190,70,4 years,"English, Cantonese, local First Nations languages, Latin, or Haitian Creole.","550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Modern European Studies,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,"Gender, Race, Sexuality and Social Justice",34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Philosophy,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Political Science,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Sociology,34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Urban Studies (Concentration),34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Astronomy,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Atmospheric Science,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Engineering Physics,40732,6463,70,5 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Physics,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Architecture,41895,6228,70,3 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Chemical Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Chemical and Biological Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Civil Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Congenitive Systems (BA),34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Congenitive Systems (BSc),34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Computer Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Computer Science (BA),34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Computer Science (BSc),34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Electrical Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Environmental Design,41895,6228,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Environmental Engineering,40732,6463,70,4.5 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Geological Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Integrated Computer Sciences,34913,5190,70,20 months,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Integrated Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Materials Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Mathematical Sciences,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Mathematics (BA),34847,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Mathematics (BSc),34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Mathematics and Economics,34913,5190,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Mechanical Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia, University of British Columbia,Mining Engineering,40732,6463,70,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia,University of British Columbia (Okanagan),Anthropology,34847,5190,67,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia,University of British Columbia (Okanagan),Art History and Visual Culture,34847,5190,67,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia,University of British Columbia (Okanagan),Computer Science,34847,5190,67,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
British Columbia,University of British Columbia (Okanagan),Creative Writing,34847,5190,67,4 years,English,"550 Paper-based test, 90 Internet-based test",,Please see university website for additional tuition and admission information based on your country and province.,123° 15' 11" W,49° 15' 40" N,www.ubc.ca
