Province,University,Program,International tuition,Domestic tuition,Minimum average,Length Of Program,Program Language,TOEFL Score,Rank,Notes,Longitude,Latitude,URL
Quebec,Concordia University,Cell and Molecular Biology (BSc),609,246,75,3-4 years,English and French,Minimum score of 22,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Ceramics (BFA),609,246,65,3-4 years,English and French,Minimum score of 21,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Chemistry (BSc),609,246,70,3-4 years,English and French,Minimum score of 20,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Child Studies (BA),609,246,80,3-4 years,English and French,Minimum score of 19,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Christian Spirituality (Cert),609,246,70,30 credits,English and French,Minimum score of 18,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Civil Engineering (BEng),609,246,80,4 years,English and French,Minimum score of 17,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Classics (BA),609,246,70,3-4 years,English and French,Minimum score of 16,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Communication and Cultural Studies (BA),609,246,70,3-4 years,English and French,Minimum score of 15,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Communication Studies (BA),609,246,70,3-4 years,English and French,Minimum score of 14,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,"Community, Public Affairs and Policy Studies (BA)",609,246,75,3-4 years,English and French,Minimum score of 13,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Community Service (Cert),609,246,74,30 credits,English and French,Minimum score of 12,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Computation Arts (BFA),609,246,65,3-4 years,English and French,Minimum score of 11,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Computer Applications (BCompSc),609,246,85,3-4 years,English and French,Minimum score of 10,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Computer Applications - Computation Arts (BCompSc),609,246,85,3-4 years,English and French,Minimum score of 9,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Computer Applications - Mathematics and Statistics (BCompSc/BSc/BA),609,246,85,3-4 years,English and French,Minimum score of 8,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Computer Engineering (BEng),609,246,80,4-5 years,English and French,Minimum score of 7,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Computer Games (BCompSc),609,246,85,3-4 years,English and French,Minimum score of 6,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Computer Science (Minor),609,246,80,24 credits,English and French,Minimum score of 5,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Computer Science General Program (BCompSc),609,246,85,3-4 years,English and French,Minimum score of 4,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Computer Systems (BCompSc),609,246,85,3-4 years,English and French,Minimum score of 3,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Contemporary Dance (BFA),609,246,65,3-4 years,English and French,Minimum score of 2,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Creative Writing (BA),609,246,70,3-4 years,English and French,Minimum score of 1,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Data Intelligence (Minor),609,246,80,12 credits,English and French,Minimum score of 0,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Design (BFA),609,246,65,3-4 years,English and French,Minimum score of 1,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Design for the Theatre (BFA),609,246,65,3-4 years,English and French,Minimum score of 2,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Diversity and the Contemporary World (Minor),609,246,70,24 credits,English and French,Minimum score of 3,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Early Childhood and Elementary Education (BA),609,246,80,4 years,English and French,Minimum score of 4,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Ecology (BSc),609,246,75,3-4 years,English and French,Minimum score of 5,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Economics (BA),609,246,72,3-4 years,English and French,Minimum score of 6,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Economics (BComm),609,246,80,3-4 years,English and French,Minimum score of 7,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Education (Minor),609,246,70,24 credits,English and French,Minimum score of 8,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Electrical Engineering (BEng),609,246,80,4-5 years,English and French,Minimum score of 9,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Electroacoustic Studies (BFA),609,246,65,3-4 years,English and French,Minimum score of 10,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,English and Creative Writing (BA),609,246,85,3-4 years,English and French,Minimum score of 11,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,English and History (BA),609,246,73,3-4 years,English and French,Minimum score of 12,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,English Literature (BA),609,246,70,3-4 years,English and French,Minimum score of 13,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Environmental Geography (BSc),609,246,75,3-4 years,English and French,Minimum score of 14,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Environmental Science (BSc),609,246,75,3-4 years,English and French,Minimum score of 15,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Études françaises (French Studies) (BA),609,246,70,3-4 years,English and French,Minimum score of 16,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Exercise Science/Athletic Therapy (BSc),609,246,80,3-4 years,English and French,Minimum score of 17,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Exercise Science/Clinical Exercise Physiology (BSc),609,246,80,3-4 years,English and French,Minimum score of 18,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Exercise Science (BSc),609,246,80,3-4 years,English and French,Minimum score of 19,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Family Life Education (Cert),609,246,74,30 credits,English and French,Minimum score of 20,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Fibres and Material Practices (BFA),609,246,65,3-4 years,English and French,Minimum score of 21,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Film Animation (BFA),609,246,65,3-4 years,English and French,Minimum score of 22,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Film Production (BFA),609,246,65,3-4 years,English and French,Minimum score of 23,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Film Studies (BFA),609,246,65,3-4 years,English and French,Minimum score of 24,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Finance (BComm),609,246,80,3-4 years,English and French,Minimum score of 25,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,First Peoples Studies (BA),609,246,70,3-4 years,English and French,Minimum score of 26,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Foundations for Business (Cert),609,246,80,30 credits,English and French,Minimum score of 27,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,French Studies,609,246,70,3-4 years,French,Minimum score of 28,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Game Design (Minor),609,246,65,24 credits,English and French,Minimum score of 29,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,History (BA),609,246,73,3-4 years,English and French,Minimum score of 30,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Human Environment (BA),609,246,72,3-4 years,English and French,Minimum score of 31,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Human Relations (BA),609,246,74,3-4 years,English and French,Minimum score of 32,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Human Resource Management (BComm),609,246,80,3-4 years,English and French,Minimum score of 33,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Human Rights Studies (Minor),609,246,72,24 credits,English and French,Minimum score of 34,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Industrial Engineering (BEng),609,246,80,4 years,English and French,Minimum score of 35,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Information Systems (BCompSc),609,246,85,3-4 years,English and French,Minimum score of 36,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Interdisciplinary Studies in Sexuality (Minor),609,246,70,27 credits,English and French,Minimum score of 37,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,"Intermedia (Video, Performance and Electronic Arts) (BFA)",609,246,65,3-4 years,English and French,Minimum score of 38,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,International Business (BComm),609,246,80,3-4 years,English and French,Minimum score of 39,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Irish Studies (BA. Cert),609,246,70,3-4 years,English and French,Minimum score of 40,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Israel Studies (Minor),609,246,70,24 credits,English and French,Minimum score of 41,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
Quebec,Concordia University,Italian (BA),609,246,70,3-4 years,English and French,Minimum score of 42,,Tuition stated is per credit. Admission and tuition dependent on country and province. Please see university website for additional information.,73° 34' 40.8" W,45° 29' 49.2" N,www.concordia.ab.ca
